frame_id,timestamp_s,ego_x,ego_y,ego_psi,N_vehicles,P_processed,S_segments,K_beams,sum_m_k,num_hits,time_scan_sec,memory_rss_mb
2090,209.0,1010.7524580145339,996.2861498697579,1.3888711210398579,10,6,24,241,0,0,9.030000364873558e-05,2282.9609375
2091,209.1,1010.8405522214977,996.818713737035,1.4248597805998482,10,3,12,241,0,0,6.730000313837081e-05,2282.9609375
2092,209.2,1010.9094272628548,997.3541024656313,1.4608484401598527,10,6,24,241,0,0,6.790000043110922e-05,2282.9609375
2093,209.3,1010.9589939424078,997.8916227036764,1.4968370997198572,10,4,16,241,0,0,6.769999890821055e-05,2282.9609375
2094,209.4,1010.9891880691341,998.4305783389016,1.5328257592798475,10,6,24,241,0,0,7.049999840091914e-05,2282.9609375
2095,209.5,1010.9999705403161,998.9702714001364,1.568814418839852,11,5,20,241,0,0,6.990000110818073e-05,2282.9609375
2096,209.6,1010.991327392181,999.5100029612113,1.6048030783998566,11,7,28,241,0,0,7.320000440813601e-05,2282.9609375
2097,209.7,1010.9632698179845,1000.0490740460971,1.640791737959847,11,5,20,241,0,0,7.210000330815092e-05,2282.9609375
2098,209.8,1010.915834153515,1000.5867865341111,1.6767803975198514,11,7,28,241,0,0,7.139999797800556e-05,2282.9609375
2099,209.9,1010.8490818300371,1001.1224440640127,1.712769057079856,11,6,24,241,0,0,8.589999924879521e-05,2282.9609375
2100,210.0,1010.7630992947356,1001.6553529358217,1.7487577166398462,11,7,28,241,0,0,8.689999958733097e-05,2282.9609375
2101,210.1,1010.6579978987623,1002.1848230091917,1.7847463761998508,11,6,24,241,0,0,8.489999891025946e-05,2282.9609375
2102,210.2,1010.533913753032,1002.7101685971701,1.8207350357598553,12,8,32,241,0,0,7.690000347793102e-05,2282.9609375
2103,210.3,1010.3910075519519,1003.2307093541938,1.8567236953198598,12,7,28,241,0,0,0.00010509999992791563,2282.9609375
2104,210.4,1010.2294643653164,1003.7457711571664,1.8927123548798501,12,7,28,241,0,0,7.46000005165115e-05,2282.9609375
2105,210.5,1010.0494933986325,1004.2546869784775,1.9287010144398546,12,7,28,241,0,0,7.37999944249168e-05,2282.9609375
2106,210.6,1009.8513277221908,1004.7567977498319,1.964689673999845,12,6,24,241,0,0,6.820000271545723e-05,2282.9609375
2107,210.7,1009.6352239692278,1005.2514532157728,2.0006783335598497,12,6,24,241,0,0,7.220000406960025e-05,2282.9609375
2108,210.8,1009.4014620035758,1005.7380127757904,2.036666993119854,12,5,20,241,0,0,7.040000491542742e-05,2282.9609375
2109,210.9,1009.1503445572265,1006.2158463139277,2.0726556526798587,11,6,24,241,0,0,7.14999987394549e-05,2282.9609375
2110,211.0,1008.8821968382796,1006.6843350148089,2.108644312239849,11,5,20,241,0,0,7.670000195503235e-05,2282.9609375
2111,211.1,1008.5973661097844,1007.1428721650321,2.144632971799853,11,4,16,241,0,0,7.059999916236848e-05,2282.9609375
2112,211.2,1008.2962212400189,1007.5908639388892,2.1806216313598434,11,5,20,241,0,0,6.819999543949962e-05,2282.9609375
2113,211.3,1007.9791522247887,1008.0277301673975,2.2166102909198626,11,5,20,241,0,0,7.74000000092201e-05,2282.9609375
2114,211.4,1007.6465696823665,1008.4529050896422,2.2525989504798525,11,2,8,241,0,0,6.630000279983506e-05,2282.9609375
2115,211.5,1007.2989043217218,1008.8658380854632,2.2885876100398574,12,5,20,241,0,0,6.739999662386253e-05,2282.9609375
2116,211.6,1006.9366063847357,1009.2659943885315,2.3245762695998478,12,4,16,241,0,0,6.830000347690657e-05,2282.9609375
2117,211.7,1006.560145063116,1009.6528557788954,2.3605649291598523,13,4,16,241,0,0,6.990000110818073e-05,2282.9609375
2118,211.8,1006.1700078907754,1010.0259212540979,2.396553588719857,13,3,12,241,0,0,6.799999391660094e-05,2282.9609375
2119,211.9,1005.7667001124521,1010.3847076779963,2.4325422482798613,13,4,16,241,0,0,6.690000009257346e-05,2282.9609375
2120,212.0,1005.3507440293967,1010.7287504064458,2.4685309078398516,13,2,8,241,0,0,7.14999987394549e-05,2282.9609375
2121,212.1,1004.9226783229684,1011.0576038890333,2.5045195673998557,13,3,12,241,0,0,6.799999391660094e-05,2282.9609375
2122,212.2,1004.4830573570198,1011.3708422460846,2.540508226959846,13,5,20,241,0,0,6.86999992467463e-05,2282.9609375
2123,212.3,1004.0324504599708,1011.668059820198,2.5764968865198505,13,3,12,241,0,0,7.01000026310794e-05,2282.9609375
2124,212.4,1003.571441187504,1011.9488717015873,2.6124855460798555,12,4,16,241,0,0,8.749999688006938e-05,2282.9609375
2125,212.5,1003.1006265668336,1012.2129142265579,2.6484742056398454,11,2,8,241,0,0,6.660000508418307e-05,2282.9609375
2126,212.6,1002.6206163235299,1012.4598454484667,2.68446286519985,11,3,12,241,0,0,6.639999628532678e-05,2282.9609375
2127,212.7,1002.1320320918973,1012.689345580558,2.720451524759855,11,2,8,241,0,0,6.72999958624132e-05,2282.9609375
2128,212.8,1001.6355066099311,1012.9011174101014,2.7564401843198594,11,4,16,241,0,0,6.979999307077378e-05,2282.9609375
2129,212.9,1001.1316828998939,1013.0948866832954,2.7924288438798497,12,3,12,241,0,0,7.040000491542742e-05,2282.9609375
2130,213.0,1000.6212134355732,1013.2704024604382,2.8284175034398538,12,4,16,241,0,0,8.940000407164916e-05,2282.9609375
2131,213.1,1000.1047592973,1013.427437440905,2.8644061629998445,12,3,12,241,0,0,7.560000085504726e-05,2282.9609375
2132,213.2,999.58298931582,1013.5657882575135,2.900394822559849,12,3,12,241,0,0,6.839999696239829e-05,2282.9609375
2133,213.3,999.0565792061291,1013.685275739892,2.936383482119853,12,3,12,241,0,0,6.569999823113903e-05,2282.9609375
2134,213.4,998.5262106923925,1013.7857451465132,2.972372141679858,12,3,12,241,0,0,8.330000127898529e-05,2282.9609375
2135,213.5,997.9925706250826,1013.8670663650922,3.0083608012398484,12,3,12,241,0,0,6.769999890821055e-05,2282.9609375
2136,213.6,997.4563500914761,1013.9291340810864,3.044349460799853,12,3,12,241,0,0,6.600000051548705e-05,2282.9609375
2137,213.7,996.9182435206678,1013.9718679140831,3.0803381203598432,12,4,16,241,0,0,6.9500005338341e-05,2282.9609375
2138,213.8,996.378947784252,1013.9952125218955,3.116326779919862,13,4,16,241,0,0,6.940000457689166e-05,2282.9609375
2139,213.9,995.8391612938462,1013.9991376722331,-3.1308698676997344,13,3,12,241,132,42,8.269999671028927e-05,2282.9609375
2140,214.0,995.2995830966146,1013.9836382818544,-3.09488120813973,14,5,20,241,254,56,8.519999391864985e-05,2282.9609375
2141,214.1,994.7609119699731,1013.9487344231492,-3.0588925485797396,14,4,16,241,166,57,8.70000003487803e-05,2282.9609375
2142,214.2,994.2238455166411,1013.8944712981443,-3.022903889019735,14,7,28,241,266,80,0.0001049999991664663,2282.9609375
2143,214.3,993.6890792612161,1013.8209191799651,-2.9869152294597305,13,5,20,241,238,91,9.589999535819516e-05,2282.9609375
2144,214.4,993.1573057494383,1013.7281733218285,-2.950926569899726,12,6,24,241,266,90,0.00012520000018412247,2282.9609375
2145,214.5,992.629213651314,1013.6163538336862,-2.9149379103397357,12,5,20,241,240,109,0.00018109999655280262,2282.9609375
2146,214.6,992.1054868692569,1013.4856055266761,-2.878949250779731,12,6,24,241,262,87,0.0001340000017080456,2282.9609375
2147,214.7,991.5868036524056,1013.3360977255869,-2.842960591219741,12,5,20,241,236,114,0.00016150000010384247,2282.9609375
2148,214.8,991.0738357182602,1013.1680240495741,-2.8069719316597364,12,8,32,241,326,116,0.00014139999984763563,2282.9609375
2149,214.9,990.5672473827794,1012.9816021614149,-2.770983272099732,13,6,24,241,382,116,0.00016280000272672623,2282.9609375
2150,215.0,990.0676947000624,1012.7770734856257,-2.7349946125397273,12,7,28,241,462,117,0.00010299999848939478,2282.9609375
2151,215.1,989.5758246127292,1012.5547028958065,-2.699005952979737,12,6,24,241,356,122,7.510000432375818e-05,2282.9609375
2152,215.2,989.0922741141019,1012.3147783716175,-2.6630172934197325,11,6,24,241,300,89,6.460000440711156e-05,2282.9609375
2153,215.3,988.6176694232711,1012.0576106258341,-2.627028633859728,11,5,20,241,262,92,6.330000178422779e-05,2282.9609375
2154,215.4,988.1526251741142,1011.7835327019588,-2.5910399742997376,12,6,24,241,428,103,9.809999755816534e-05,2282.9609375
2155,215.5,987.6977436193166,1011.4928995429165,-2.555051314739733,12,5,20,241,396,107,7.609999738633633e-05,2282.9609375
2156,215.6,987.2536138504306,1011.1860875313868,-2.519062655179743,12,6,24,241,512,132,7.339999865507707e-05,2282.9609375
2157,215.7,986.820811034973,1010.8634940023725,-2.4830739956197383,12,5,20,241,398,148,7.229999755509198e-05,2282.9609375
2158,215.8,986.3998956715604,1010.5255367286333,-2.4470853360597338,12,6,24,241,502,170,8.919999527279288e-05,2282.9609375
2159,215.9,985.9914128640377,1010.172653379652,-2.4110966764997293,12,6,24,241,444,185,8.089999755611643e-05,2282.9609375
2160,216.0,985.5958916155449,1009.8053009548329,-2.375108016939739,12,6,24,241,506,174,0.00010289999772794545,2282.9609375
2161,216.1,985.2138441434349,1009.4239551916673,-2.3391193573797344,13,7,28,241,482,174,0.00012089999654563144,2282.9609375
2162,216.2,984.84576521593,1009.0291099496338,-2.303130697819744,13,6,24,241,426,169,8.379999781027436e-05,2282.9609375
2163,216.3,984.4921315113742,1008.6212765706268,-2.2671420382597254,12,6,24,241,384,141,9.750000026542693e-05,2282.9609375
2164,216.4,984.1534010009156,1008.2009832167487,-2.231153378699735,11,4,16,241,342,148,7.779999577905983e-05,2282.9609375
2165,216.5,983.8300123554118,1007.7687741863141,-2.1951647191397305,11,6,24,241,412,147,7.249999907799065e-05,2282.9609375
2166,216.6,983.5223843773335,1007.3252092089622,-2.1591760595797402,11,4,16,241,360,146,7.340000593103468e-05,2282.9609375
2167,216.7,983.2309154583959,1006.8708627207802,-2.1231874000197357,12,7,28,241,446,151,7.679999544052407e-05,2282.9609375
2168,216.8,982.9559830636246,1006.4063231203851,-2.087198740459731,12,6,24,241,458,163,7.809999806340784e-05,2282.9609375
2169,216.9,982.6979432425213,1005.9321920069208,-2.0512100808997267,12,8,32,241,484,184,9.110000246437266e-05,2282.9609375
2170,217.0,982.4571301679648,1005.4490834009611,-2.0152214213397364,12,6,24,241,522,209,9.99000039882958e-05,2282.9609375
2171,217.1,982.2338557034416,1004.9576229493256,-1.9792327617797318,12,7,28,241,584,227,8.549999620299786e-05,2282.9609375
2172,217.2,982.0284089991695,1004.4584471148409,-1.9432441022197415,12,6,24,241,588,241,8.600000001024455e-05,2282.9609375
2173,217.3,981.8410561176358,1003.9522023520917,-1.907255442659737,12,7,28,241,560,241,8.800000068731606e-05,2282.9609375
2174,217.4,981.6720396890339,1003.4395442702354,-1.8712667830997325,12,5,20,241,319,241,8.879999950295314e-05,2282.9609375
2175,217.5,981.521578597047,1002.9211367839584,-1.835278123539728,13,8,32,241,319,241,8.939999679569155e-05,2282.9609375
2176,217.6,981.3898676953842,1002.3976512536781,-1.7992894639797377,14,6,24,241,363,241,0.00010240000119665638,2282.9609375
2177,217.7,981.277077555436,1001.8697656161007,-1.7633008044197331,14,8,32,241,134,67,5.959999543847516e-05,2282.9609375
2178,217.8,981.1833542453776,1001.3381635062652,-1.7273121448597286,13,6,24,241,162,81,6.070000381441787e-05,2282.9609375
2179,217.9,981.1088191410034,1000.8035333722046,-1.6913234852997383,13,9,36,241,204,102,7.040000491542742e-05,2282.9609375
2180,218.0,981.0535687685407,1000.2665675833757,-1.6553348257397338,14,7,28,241,318,123,6.990000110818073e-05,2282.9609375
2181,218.1,981.0176746796434,999.727961534011,-1.6193461661797293,13,7,28,241,500,216,8.330000127898529e-05,2282.9609375
2182,218.2,981.0011833587298,999.1884127425526,-1.583357506619739,13,6,24,241,548,241,8.829999569570646e-05,2282.9609375
2183,218.3,981.0041161627835,998.648619948334,-1.5473688470597344,12,7,28,241,303,241,8.55999969644472e-05,2282.9609375
2184,218.4,981.0264692936946,998.1092822066838,-1.51138018749973,11,5,20,241,162,81,5.990000499878079e-05,2282.9609375
2185,218.5,981.0682138031789,997.5710979836174,-1.4753915279397396,11,6,24,241,42,21,5.239999882178381e-05,2282.9609375
2186,218.6,981.1292956302668,997.0347642512925,-1.439402868379735,11,6,24,241,0,0,4.780000017490238e-05,2282.9609375
2187,218.7,981.209635671315,996.5009755854011,-1.4034142088197448,12,7,28,241,0,0,4.600000102072954e-05,2282.9609375
2188,218.8,981.3091298824489,995.9704232656616,-1.367425549259726,12,6,24,241,0,0,4.600000102072954e-05,2282.9609375
2189,218.9,981.4276494143041,995.4437943805835,-1.3314368896997357,12,7,28,241,0,0,8.440000237897038e-05,2282.9609375
2190,219.0,981.5650407788921,994.9217709376553,-1.2954482301397312,13,7,28,241,0,0,4.960000660503283e-05,2282.9609375
2191,219.1,981.7211260483735,994.405028980117,-1.259459570579741,13,8,32,241,4,2,6.710000161547214e-05,2282.9609375
2192,219.2,981.8957030854833,993.8942377114524,-1.2234709110197364,12,8,32,241,8,4,6.0699996538460255e-05,2282.9609375
2193,219.3,982.0885458053061,993.3900586287434,-1.1874822514597319,12,8,32,241,12,6,5.070000042906031e-05,2282.9609375
2194,219.4,982.2994044680676,992.893144666001,-1.1514935918997273,12,8,32,241,16,7,5.3800002206116915e-05,2282.9609375
2195,219.5,982.5280060025568,992.4041393485873,-1.115504932339737,12,8,32,241,22,9,5.2600000344682485e-05,2282.9609375
2196,219.6,982.7740543597671,991.9236759598218,-1.0795162727797325,12,8,32,241,28,10,5.129999772179872e-05,2282.9609375
2197,219.7,983.037230896291,991.4523767208525,-1.0435276132197422,12,7,28,241,40,1,5.230000533629209e-05,2282.9609375
2198,219.8,983.3171947869788,990.9908519848511,-1.0075389536597235,12,7,28,241,0,0,4.909999552182853e-05,2282.9609375
2199,219.9,983.6135834663203,990.5396994465807,-0.9715502940997333,13,7,28,241,64,0,4.829999670619145e-05,2282.9609375
2200,220.0,983.9260130979851,990.0995033683522,-0.9355616345397286,13,7,28,241,0,0,8.030000026337802e-05,2282.9609375
2201,220.1,984.2540790719058,989.6708338233817,-0.8995729749797383,14,7,28,241,50,0,5.389999569160864e-05,2282.9609375
2202,220.2,984.5973565282668,989.2542459575187,-0.8635843154197338,14,6,24,241,8,0,5.4700001783203334e-05,2282.9609375
2203,220.3,984.9554009077157,988.8502792703093,-0.8275956558597293,13,7,28,241,56,0,5.20999965374358e-05,2282.9609375
2204,220.4,985.3277485270875,988.4594569163198,-0.791606996299739,13,7,28,241,42,0,6.649999704677612e-05,2282.9609375
2205,220.5,985.7139171798949,988.0822850276287,-0.7556183367397344,12,7,28,241,54,0,4.6399996790569276e-05,2282.9609375
2206,220.6,986.1134067608062,987.7192520583638,-0.71962967717973,12,5,20,241,22,0,5.03999981447123e-05,2282.9609375
2207,220.7,986.5256999133038,987.3708281521327,-0.6836410176197396,12,7,28,241,46,0,4.5700006012339145e-05,2282.9609375
2208,220.8,986.9502626996841,987.0374645331656,-0.6476523580597351,11,5,20,241,30,0,4.7100002120714635e-05,2282.9609375
2209,220.9,987.3865452925296,986.7195929219607,-0.6116636984997307,10,6,24,241,30,0,5.0000002374872565e-05,2282.9609375
2210,221.0,987.8339826867596,986.4176249761877,-0.5756750389397404,10,5,20,241,36,0,4.8099995183292776e-05,2282.9609375
2211,221.1,988.291995431337,986.1319517575714,-0.5396863793797357,10,5,20,241,30,0,4.509999416768551e-05,2282.9609375
2212,221.2,988.7599903796823,985.8629432254517,-0.5036977198197312,9,4,16,241,46,0,4.539999645203352e-05,2282.9609375
2213,221.3,989.2373614578245,985.6109477576684,-0.46770906025972675,9,3,12,241,32,0,4.270000499673188e-05,2282.9609375
2214,221.4,989.7234904492935,985.376291699398,-0.43172040069973633,10,3,12,241,86,0,4.489999992074445e-05,2282.9609375
2215,221.5,990.2177477957381,985.1592789405208,-0.3957317411397319,10,3,12,241,34,0,4.150000313529745e-05,2282.9609375
2216,221.6,990.7194934122303,984.9601905220718,-0.3597430815797416,10,5,20,241,100,0,5.2100003813393414e-05,2282.9609375
2217,221.7,991.2280775162051,984.7792842722789,-0.3237544220197371,10,3,12,241,36,0,4.86999997519888e-05,2282.9609375
2218,221.8,991.7428414689557,984.6167944726651,-0.2877657624597325,10,3,12,241,110,0,4.3000000005122274e-05,2282.9609375
2219,221.9,992.2631186286005,984.472931554643,-0.25177710289972804,10,3,12,241,38,0,4.8499998229090124e-05,2282.9609375
2220,222.0,992.7882352134133,984.3478818269971,-0.2157884433397377,10,3,12,241,120,8,4.640000406652689e-05,2282.9609375
2221,222.1,993.3175111744005,984.2418072346057,-0.17979978377973319,11,2,8,241,42,0,4.2299994674976915e-05,2282.9609375
2222,222.2,993.8502610759936,984.1548451487156,-0.14381112421974285,11,3,12,241,134,21,4.859999899053946e-05,2282.9609375
2223,222.3,994.3857949837193,984.0871081890394,-0.10782246465972413,11,2,8,241,44,0,4.3300002289470285e-05,2282.9609375
2224,222.4,994.9234193576932,984.0386840779091,-0.07183380509973382,11,4,16,241,136,34,5.089999467600137e-05,2282.9609375
2225,222.5,995.4624379507871,984.009635526671,-0.0358451455397293,11,4,16,241,114,41,5.419999797595665e-05,2282.9609375
2226,222.6,996.0021527102965,984.0000001544721,0.00014351402026101213,11,3,12,241,122,36,5.579999560723081e-05,2282.9609375
2227,222.7,996.541864681952,984.0097904395418,0.03613217358026554,11,3,12,241,124,54,6.160000339150429e-05,2282.9609375
2228,222.8,997.0808749150937,984.0389937030318,0.07212083314027005,11,3,12,241,108,37,5.1399998483248055e-05,2282.9609375
2229,222.9,997.6184853678442,984.0875721254359,0.10810949270027459,11,3,12,241,132,62,7.389999518636614e-05,2282.9609375
2230,223.0,998.153999811103,984.1554627955679,0.1440981522602649,11,4,16,241,168,66,5.8800003898795694e-05,2282.9609375
2231,223.1,998.6867247301941,984.2425777920341,0.1800868118202694,11,3,12,241,140,70,5.589999636868015e-05,2282.9609375
2232,223.2,999.2159702229969,984.3488042970959,0.2160754713802597,11,3,12,241,176,73,5.619999865302816e-05,2282.9609375
2233,223.3,999.7410508934012,984.474004742773,0.2520641309402642,11,3,12,241,150,75,5.7199998991563916e-05,2282.9609375
2234,223.4,1000.2612867389236,984.6180169890006,0.2880527905002687,10,4,16,241,186,79,7.559999357908964e-05,2282.9609375
2235,223.5,1000.7760040313414,984.7806545336077,0.32404145006025903,11,5,20,241,166,83,6.089999806135893e-05,2282.9609375
2236,223.6,1001.2845361892005,984.9617067538454,0.3600301096202636,10,5,20,241,198,87,5.970000347588211e-05,2282.9609375
2237,223.7,1001.786224641067,985.1609391791527,0.3960187691802681,10,6,24,241,182,91,6.290000601438805e-05,2282.9609375
2238,223.8,1002.2804196784057,985.3780937948063,0.43200742874027265,10,5,20,241,214,96,7.90999984019436e-05,2282.9609375
2239,223.9,1002.7664812969822,985.6128893760606,0.4679960883002629,10,5,20,241,204,102,6.230000144569203e-05,2282.9609375
2240,224.0,1003.243780025696,985.8650218523468,0.5039847478602675,10,5,20,241,234,107,6.199999916134402e-05,2282.9609375
2241,224.1,1003.7116977417724,986.1341647010564,0.5399734074202578,9,5,20,241,222,111,6.189999839989468e-05,2282.9609375
2242,224.2,1004.16962847126,986.4199693704038,0.5759620669802623,9,5,20,241,228,114,7.599999662488699e-05,2282.9609375
2243,224.3,1004.6169791737924,986.722065730815,0.6119507265402667,10,6,24,241,360,118,6.610000127693638e-05,2282.9609375
2244,224.4,1005.053170510602,987.0400625542619,0.6479393861002714,10,4,16,241,566,160,7.339999865507707e-05,2282.9609375
2245,224.5,1005.4776375947882,987.3735480209199,0.6839280456602617,10,6,24,241,790,231,8.589999924879521e-05,2282.9609375
2246,224.6,1005.8898307228728,987.7220902524926,0.7199167052202662,10,6,24,241,587,241,8.589999924879521e-05,2282.9609375
2247,224.7,1006.2892160866876,988.0852378715132,0.7559053647802565,10,6,24,241,650,235,8.459999662591144e-05,2282.9609375
2248,224.8,1006.6752764646812,988.462520585898,0.7918940243402752,10,5,20,241,446,180,7.570000161649659e-05,2282.9609375
2249,224.9,1007.0475118917421,988.8534497979946,0.8278826839002655,10,6,24,241,424,166,7.420000474667177e-05,2282.9609375
2250,225.0,1007.4054403066773,989.2575192373389,0.8638713434602701,10,7,28,241,540,216,8.119999984046444e-05,2282.9609375
2251,225.1,1007.7485981765004,989.6742056162957,0.8998600030202603,9,6,24,241,582,228,9.470000077271834e-05,2282.9609375
2252,225.2,1008.0765410967294,990.1029693077408,0.9358486625802649,9,6,24,241,662,241,0.00015420000272570178,2282.9609375
2253,225.3,1008.3888443669084,990.5432550439001,0.9718373221402693,9,6,24,241,475,241,0.00014379999629454687,2282.9609375
2254,225.4,1008.6851035406138,990.9944926354474,1.007825981700274,10,7,28,241,531,241,0.00014569999621016905,2282.9609375
2255,225.5,1008.9649349492302,991.4560977099229,1.0438146412602642,10,7,28,241,485,241,0.00014820000069448724,2282.9609375
2256,225.6,1009.227976198818,991.9274724685229,1.0798033008202688,10,7,28,241,437,241,0.00023650000366615131,2282.9609375
2257,225.7,1009.4738866394298,992.4080064602736,1.115791960380259,10,7,28,241,427,241,0.00018290000298293307,2282.9609375
2258,225.8,1009.7023478062663,992.8970773725936,1.1517806199402636,10,7,28,241,208,104,0.00011910000466741621,2282.9609375
2259,225.9,1009.9130638321028,993.3940518372149,1.1877692795002681,10,7,28,241,276,138,0.0001218999968841672,2282.9609375
2260,226.0,1010.1057618304498,993.8982862504228,1.2237579390602726,10,7,28,241,344,172,0.000145800004247576,2282.9609375
2261,226.1,1010.2801922489532,994.4091276065504,1.259746598620263,10,7,28,241,334,167,0.00012599999899975955,2282.9609375
2262,226.2,1010.4361291925757,994.9259143436516,1.2957352581802675,10,6,24,241,216,108,0.00011129999620607123,2282.9609375
2263,226.3,1010.5733707161403,995.4479772002499,1.331723917740272,10,7,28,241,122,61,0.00011330000415910035,2282.9609375
2264,226.4,1010.6917390858584,995.9746400820633,1.3677125773002623,9,5,20,241,46,23,8.580000576330349e-05,2282.9609375
2265,226.5,1010.7910810095034,996.5052209375758,1.4037012368602668,10,6,24,241,0,0,7.569999434053898e-05,2282.9609375
2266,226.6,1010.8712678349293,997.0390326413234,1.4396898964202571,10,5,20,241,0,0,6.999999459367245e-05,2282.9609375
2267,226.7,1010.932195716683,997.5753838837521,1.4756785559802617,10,7,28,241,0,0,7.360000017797574e-05,2282.9609375
2268,226.8,1010.9737857504869,998.1135800664943,1.5116672155402662,10,5,20,241,0,0,9.040000441018492e-05,2282.9609375
2269,226.9,1010.9959840754242,998.652924201903,1.5476558751002707,11,7,28,241,0,0,7.71000050008297e-05,2282.9609375
2270,227.0,1010.9987619436912,999.1927178156831,1.583644534660261,11,5,20,241,0,0,8.769999840296805e-05,2282.9609375
2271,227.1,1010.9821157578267,999.7322618514448,1.6196331942202655,11,7,28,241,0,0,7.490000280085951e-05,2282.9609375
2272,227.2,1010.946067075371,1000.2708575760128,1.6556218537802558,11,5,20,241,0,0,7.159999950090423e-05,2282.9609375
2273,227.3,1010.8906625809481,1000.807807484317,1.6916105133402746,11,7,28,241,0,0,7.049999840091914e-05,2282.9609375
2274,227.4,1010.8159740258066,1001.3424162026902,1.7275991729002649,11,5,20,241,0,0,8.269999671028927e-05,2282.9609375
2275,227.5,1010.722098134899,1001.87399138941,1.7635878324602694,11,7,28,241,0,0,6.98000003467314e-05,2282.9609375
2276,227.6,1010.6091564816189,1002.4018446313097,1.7995764920202597,11,5,20,241,0,0,9.1200003225822e-05,2282.9609375
2277,227.7,1010.4772953303576,1002.9252923353051,1.8355651515802642,11,5,20,241,0,0,8.669999806443229e-05,2282.9609375
2278,227.8,1010.3266854470857,1003.4436566136758,1.8715538111402688,10,4,16,241,0,0,6.959999882383272e-05,2282.9609375
2279,227.9,1010.1575218782033,1003.9562661619607,1.9075424707002733,10,5,20,241,0,0,9.500000305706635e-05,2282.9609375
2280,228.0,1009.9700236979469,1004.4624571283264,1.9435311302602636,10,3,12,241,0,0,7.040000491542742e-05,2282.9609375
2281,228.1,1009.764433724678,1004.9615739732848,1.979519789820268,10,6,24,241,8,0,7.139999797800556e-05,2282.9609375
2282,228.2,1009.5410182064236,1005.4529703186445,2.0155084493802584,10,4,16,241,0,0,9.069999941857532e-05,2282.9609375
2283,228.3,1009.300066476072,1005.9360097846,2.051497108940263,10,4,16,241,0,0,6.959999882383272e-05,2282.9609375
2284,228.4,1009.0418905766755,1006.4100668138703,2.0874857685002675,10,3,12,241,0,0,6.969999958528206e-05,2282.9609375
2285,228.5,1008.7668248573399,1006.8745274818244,2.123474428060272,10,4,16,241,0,0,6.910000229254365e-05,2282.9609375
2286,228.6,1008.4752255402284,1007.328790291539,2.1594630876202623,10,1,4,241,0,0,6.860000576125458e-05,2282.9609375
2287,228.7,1008.1674702592375,1007.772266952765,2.195451747180267,9,4,16,241,0,0,6.86999992467463e-05,2282.9609375
2288,228.8,1007.8439575709455,1008.2043831437877,2.2314404067402713,9,2,8,241,0,0,6.649999704677612e-05,2282.9609375
2289,228.9,1007.5051064384638,1008.6245792551996,2.2674290663002616,9,2,8,241,0,0,6.81000019540079e-05,2282.9609375
2290,229.0,1007.1513556888611,1009.0323111146189,2.303417725860266,8,3,12,241,0,0,6.89999942551367e-05,2282.9609375
2291,229.1,1006.7831634448637,1009.4270506914158,2.3394063854202565,8,3,12,241,0,0,6.719999510096386e-05,2282.9609375
2292,229.2,1006.4010065315656,1009.808286780537,2.375395044980261,8,2,8,241,0,0,6.679999933112413e-05,2282.9609375
2293,229.3,1006.00537985892,1010.1755256645366,2.4113837045402655,8,0,0,241,0,0,8.610000077169389e-05,2282.9609375
2294,229.4,1005.5967957808089,1010.5282917529636,2.44737236410027,8,2,8,241,0,0,0.00010350000229664147,2282.9609375
2295,229.5,1005.1757834315223,1010.8661281982709,2.4833610236602603,8,0,0,241,0,0,7.309999637072906e-05,2282.9609375
2296,229.6,1004.7428880405057,1011.1885974874544,2.519349683220265,8,1,4,241,0,0,0.00010259999544359744,2282.9609375
2297,229.7,1004.2986702262652,1011.4952820086503,2.555338342780255,8,0,0,241,0,0,8.250000246334821e-05,2282.9609375
2298,229.8,1003.8437052703404,1011.7857845919614,2.591327002340274,8,2,8,241,0,0,7.189999450929463e-05,2282.9609375
2299,229.9,1003.3785823722912,1012.0597290238087,2.627315661900264,9,2,8,241,0,0,7.18000010238029e-05,2282.9609375
2300,230.0,1002.9039038866575,1012.3167605341463,2.6633043214602687,9,2,8,241,0,0,6.70000008540228e-05,2282.9609375
2301,230.1,1002.420284542884,1012.5565462559017,2.699292981020259,9,1,4,241,0,0,6.690000009257346e-05,2282.9609375
2302,230.2,1001.9283506492183,1012.7787756560557,2.7352816405802636,9,2,8,241,0,0,8.910000178730115e-05,2282.9609375
2303,230.3,1001.4287392816149,1012.9831609377942,2.771270300140268,9,1,4,241,0,0,0.00010800000018207356,2282.9609375
2304,230.4,1000.9220974586932,1013.1694374132188,2.8072589597002726,8,2,8,241,0,0,7.230000483104959e-05,2282.9609375
2305,230.5,1000.4090813038212,1013.3373638461293,2.843247619260263,8,1,4,241,0,0,6.850000499980524e-05,2282.9609375
2306,230.6,999.890355195405,1013.4867227644345,2.8792362788202674,8,3,12,241,0,0,7.480000203941017e-05,2282.9609375
2307,230.7,999.3665909064919,1013.6173207417887,2.9152249383802578,8,1,4,241,0,0,6.880000000819564e-05,2282.9609375
2308,230.8,998.8384667347925,1013.728988648087,2.9512135979402765,8,2,8,241,0,0,7.199999527074397e-05,2282.9609375
2309,230.9,998.3066666242585,1013.8215818684961,2.987202257500267,8,2,8,241,0,0,7.090000144671649e-05,2282.9609375
2310,231.0,997.7718792793418,1013.8949804907371,3.0231909170602713,8,2,8,241,0,0,7.269999332493171e-05,2282.9609375
