frame_id,timestamp_s,N_vehicles,P_processed,S_segments,K_beams,sum_m_k,num_hits,time_build_sec,time_total_sec,memory_rss_mb,engine
2117,211.7,13,13,52,241,12532,67,0.0004602999979397282,0.012042600006680004,2296.45703125,vanilla
2118,211.8,13,13,52,241,12532,67,0.00020049999875482172,0.01195690000167815,2296.45703125,vanilla
2119,211.9,13,13,52,241,12532,67,0.00020349999977042899,0.011726600001566112,2296.45703125,vanilla
2120,212.0,13,13,52,241,12532,67,0.00017049999587470666,0.011921400000574067,2296.45703125,vanilla
2121,212.1,13,13,52,241,12532,81,0.00020969999604858458,0.011915600000065751,2296.45703125,vanilla
2122,212.2,13,13,52,241,12532,85,0.0001753999968059361,0.011865799999213777,2296.45703125,vanilla
2123,212.3,13,13,52,241,12532,90,0.00015999999595806003,0.011876099997607525,2296.45703125,vanilla
2124,212.4,12,12,48,241,11568,95,0.00015169999824138358,0.010990299997502007,2296.45703125,vanilla
2125,212.5,11,11,44,241,10604,99,0.00019389999943086877,0.01009160000103293,2296.45703125,vanilla
2126,212.6,11,11,44,241,10604,103,0.0001542999962111935,0.010152800001378637,2296.45703125,vanilla
2127,212.7,11,11,44,241,10604,109,0.00016630000027362257,0.010045399998489302,2296.45703125,vanilla
2128,212.8,11,11,44,241,10604,117,0.00015449999773409218,0.01003589999891119,2296.45703125,vanilla
2129,212.9,12,12,48,241,11568,127,0.00014419999934034422,0.011079999996582046,2296.45703125,vanilla
2130,213.0,12,12,48,241,11568,138,0.00015039999561849982,0.0110181999989436,2296.45703125,vanilla
2131,213.1,12,12,48,241,11568,149,0.00016569999570492655,0.01100429999496555,2296.45703125,vanilla
2132,213.2,12,12,48,241,11568,145,0.00022049999824957922,0.010926300004939549,2296.45703125,vanilla
2133,213.3,12,12,48,241,11568,124,0.00014660000306321308,0.010970399998768698,2296.45703125,vanilla
2134,213.4,12,12,48,241,11568,96,0.00015240000357152894,0.010914999998931307,2296.45703125,vanilla
2135,213.5,12,12,48,241,11568,82,0.00014460000238614157,0.010934700003417674,2296.45703125,vanilla
2136,213.6,12,12,48,241,11568,85,0.0001950999940163456,0.010910299999522977,2296.45703125,vanilla
2137,213.7,12,12,48,241,11568,89,0.00016529999993508682,0.01151910000044154,2295.91015625,vanilla
2138,213.8,13,13,52,241,12532,93,0.00020470000163186342,0.011707199999364093,2295.953125,vanilla
2139,213.9,13,13,52,241,12532,97,0.00016119999781949446,0.011850199996843003,2295.97265625,vanilla
2140,214.0,14,14,56,241,13496,102,0.0001880000054370612,0.012573599997267593,2295.984375,vanilla
2141,214.1,14,14,56,241,13496,110,0.00020519999816315249,0.012757699994836003,2296.01171875,vanilla
2142,214.2,14,14,56,241,13496,121,0.0002119999990100041,0.013015600001381245,2296.03125,vanilla
2143,214.3,13,13,52,241,12532,137,0.00022200000239536166,0.011720800001057796,2296.0546875,vanilla
2144,214.4,12,12,48,241,11568,161,0.0004988000000594184,0.01117540000268491,2296.0625,vanilla
2145,214.5,12,12,48,241,11568,185,0.00023259999579750001,0.011032499998691492,2296.09375,vanilla
2146,214.6,12,12,48,241,11568,168,0.00017769999976735562,0.01099640000029467,2296.09765625,vanilla
2147,214.7,12,12,48,241,11568,136,0.00020850000146310776,0.010937699997157324,2296.1171875,vanilla
2148,214.8,12,12,48,241,11568,73,0.00017470000602770597,0.010965499997837469,2296.12890625,vanilla
2149,214.9,13,13,52,241,12532,65,0.000167199999850709,0.011886400003277231,2296.1328125,vanilla
2150,215.0,12,12,48,241,11568,65,0.00022429999808082357,0.010791300002892967,2296.15625,vanilla
2151,215.1,12,12,48,241,11568,65,0.00016290000348817557,0.010806199999933597,2296.16015625,vanilla
2152,215.2,11,11,44,241,10604,65,0.000167800004419405,0.010058899999421556,2296.16015625,vanilla
2153,215.3,11,11,44,241,10604,64,0.0001401999979862012,0.00991739999881247,2296.16015625,vanilla
2154,215.4,12,12,48,241,11568,64,0.0001413000063621439,0.010820100003911648,2296.1640625,vanilla
2155,215.5,12,12,48,241,11568,79,0.00017120000120485201,0.011001899998518638,2296.1640625,vanilla
2156,215.6,12,12,48,241,11568,83,0.00018420000560581684,0.01092209999478655,2296.1640625,vanilla
2157,215.7,12,12,48,241,11568,87,0.00014269999519456178,0.010936999999103136,2296.16796875,vanilla
2158,215.8,12,12,48,241,11568,89,0.00018909999926108867,0.011136100001749583,2296.171875,vanilla
2159,215.9,12,12,48,241,11568,94,0.0001720000000204891,0.011605399995460175,2296.171875,vanilla
2160,216.0,12,12,48,241,11568,100,0.00026119999529328197,0.011095499998191372,2296.17578125,vanilla
2161,216.1,13,13,52,241,12532,109,0.0001852000059443526,0.01179019999835873,2296.17578125,vanilla
2162,216.2,13,13,52,241,12532,122,0.0001860999982454814,0.011873999996169005,2296.17578125,vanilla
2163,216.3,12,12,48,241,11568,142,0.00014959999680286273,0.01108649999514455,2296.17578125,vanilla
2164,216.4,11,11,44,241,10604,170,0.00020709999807877466,0.010047399999166373,2296.17578125,vanilla
2165,216.5,11,11,44,241,10604,181,0.00015050000365590677,0.010321600006136578,2296.18359375,vanilla
2166,216.6,11,11,44,241,10604,157,0.00014400000509340316,0.010112399999343324,2296.18359375,vanilla
2167,216.7,12,12,48,241,11568,104,0.00016250000044237822,0.011080600001150742,2296.1875,vanilla
2168,216.8,12,12,48,241,11568,63,0.00015890000213403255,0.011179000000993256,2296.19140625,vanilla
2169,216.9,12,12,48,241,11568,63,0.00017559999832883477,0.010975199998938479,2296.1953125,vanilla
2170,217.0,12,12,48,241,11568,64,0.0001849999971454963,0.011020300000382122,2296.19921875,vanilla
2171,217.1,12,12,48,241,11568,64,0.00015519999578827992,0.011023699997167569,2296.203125,vanilla
2172,217.2,12,12,48,241,11568,64,0.00017749999824445695,0.011334599999827333,2296.20703125,vanilla
2173,217.3,12,12,48,241,11568,64,0.00018980000459123403,0.011060899996664375,2296.2109375,vanilla
2174,217.4,12,12,48,241,11568,64,0.00015559999883407727,0.01079530000424711,2296.21484375,vanilla
2175,217.5,13,13,52,241,12532,64,0.00017179999849759042,0.011791599994467106,2296.21484375,vanilla
2176,217.6,14,14,56,241,13496,64,0.00017659999866737053,0.01293489999807207,2296.21484375,vanilla
2177,217.7,14,14,56,241,13496,64,0.0002488999962224625,0.01291029999993043,2296.21484375,vanilla
2178,217.8,13,13,52,241,12532,64,0.0002280000044265762,0.012196700001368299,2296.21875,vanilla
2179,217.9,13,13,52,241,12532,69,0.00022120000357972458,0.011807700000645127,2296.21875,vanilla
2180,218.0,14,14,56,241,13496,82,0.00017379999917466193,0.01284220000525238,2296.22265625,vanilla
2181,218.1,13,13,52,241,12532,86,0.00017559999832883477,0.012122400003136136,2296.23046875,vanilla
2182,218.2,13,13,52,241,12532,90,0.00023800000053597614,0.011980600000242703,2296.234375,vanilla
2183,218.3,12,12,48,241,11568,94,0.00016659999528201297,0.011116299996501766,2296.2421875,vanilla
2184,218.4,11,11,44,241,10604,101,0.00013530000433092937,0.010230600004433654,2296.25,vanilla
2185,218.5,11,11,44,241,10604,112,0.00013409999519353732,0.009994299995014444,2296.25,vanilla
2186,218.6,11,11,44,241,10604,128,0.0001416000013705343,0.010045499999250751,2296.25390625,vanilla
2187,218.7,12,12,48,241,11568,155,0.00014999999984866008,0.011263000000326429,2296.26171875,vanilla
2188,218.8,12,12,48,241,11568,200,0.00022390000231098384,0.011016500000550877,2296.265625,vanilla
2189,218.9,12,12,48,241,11568,195,0.00018219999765278772,0.010903200003667735,2296.265625,vanilla
2190,219.0,13,13,52,241,12532,170,0.00016150000010384247,0.01199349999660626,2296.26953125,vanilla
2191,219.1,13,13,52,241,12532,118,0.0001995999991777353,0.011882300001161639,2296.26953125,vanilla
2192,219.2,12,12,48,241,11568,130,0.0001843999998527579,0.01103990000410704,2296.27734375,vanilla
2193,219.3,12,12,48,241,11568,145,0.0002032000047620386,0.01085389999934705,2296.28515625,vanilla
2194,219.4,12,12,48,241,11568,144,0.00014939999527996406,0.010967800000798889,2296.2890625,vanilla
2195,219.5,12,12,48,241,11568,115,0.00016090000281110406,0.010959300001559313,2296.2890625,vanilla
2196,219.6,12,12,48,241,11568,74,0.00014400000509340316,0.010926700000709388,2296.29296875,vanilla
2197,219.7,12,12,48,241,11568,65,0.0001621000046725385,0.010912199999438599,2296.29296875,vanilla
2198,219.8,12,12,48,241,11568,65,0.0001677999971434474,0.010812600005010609,2296.30078125,vanilla
2199,219.9,13,13,52,241,12532,65,0.00015600000187987462,0.011815900004876312,2296.30078125,vanilla
2200,220.0,13,13,52,241,12532,65,0.0001627000019652769,0.011676300004182849,2296.30859375,vanilla
2201,220.1,14,14,56,241,13496,65,0.00016309999773511663,0.012693700002273545,2296.3125,vanilla
2202,220.2,14,14,56,241,13496,65,0.0002029999959631823,0.012956799997482449,2296.3203125,vanilla
2203,220.3,13,13,52,241,12532,65,0.00021069999638712034,0.01184849999845028,2296.32421875,vanilla
2204,220.4,13,13,52,241,12532,65,0.0001917000045068562,0.01171980000071926,2296.32421875,vanilla
2205,220.5,12,12,48,241,11568,79,0.00015439999697264284,0.01074019999941811,2296.32421875,vanilla
2206,220.6,12,12,48,241,11568,82,0.0001432999997632578,0.010874400002649054,2296.32421875,vanilla
2207,220.7,12,12,48,241,11568,85,0.00016390000382671133,0.011364900004991796,2296.328125,vanilla
2208,220.8,11,11,44,241,10604,104,0.00017700000171316788,0.010040599998319522,2296.33203125,vanilla
2209,220.9,10,10,40,241,9640,107,0.0001221999991685152,0.00911679999990156,2296.3359375,vanilla
2210,221.0,10,10,40,241,9640,110,0.00013050000416114926,0.009131899998465087,2296.3359375,vanilla
2211,221.1,10,10,40,241,9640,114,0.00014399999781744555,0.00920070000574924,2296.3359375,vanilla
2212,221.2,9,9,36,241,8676,120,0.00010670000483514741,0.0081995000000461,2296.3359375,vanilla
2213,221.3,9,9,36,241,8676,126,0.00013700000272365287,0.008294500003103167,2296.3359375,vanilla
2214,221.4,10,10,40,241,9640,139,0.00011610000365180895,0.009108799997193273,2296.3359375,vanilla
2215,221.5,10,10,40,241,9640,164,0.00013919999764766544,0.009110899998631794,2296.33984375,vanilla
2216,221.6,10,10,40,241,9640,189,0.00011719999747583643,0.009185800001432654,2296.34765625,vanilla
2217,221.7,10,10,40,241,9640,173,0.00012370000331429765,0.009163700000499375,2296.34765625,vanilla
2218,221.8,10,10,40,241,9640,142,0.00016909999976633117,0.00904140000056941,2296.3515625,vanilla
2219,221.9,10,10,40,241,9640,121,0.00013670000043930486,0.009218999999575317,2296.3515625,vanilla
2220,222.0,10,10,40,241,9640,100,0.0001253000009455718,0.009144099996774457,2296.35546875,vanilla
2221,222.1,11,11,44,241,10604,82,0.00016010000399546698,0.00983039999846369,2296.36328125,vanilla
2222,222.2,11,11,44,241,10604,87,0.00013339999713934958,0.010963100001390558,2296.37109375,vanilla
2223,222.3,11,11,44,241,10604,92,0.00014150000060908496,0.009960499999579042,2296.375,vanilla
2224,222.4,11,11,44,241,10604,95,0.00013320000289240852,0.009886499996355269,2296.375,vanilla
2225,222.5,11,11,44,241,10604,100,0.00017190000653499737,0.009963600001356099,2296.37890625,vanilla
2226,222.6,11,11,44,241,10604,105,0.00013910000416217372,0.009920399999828078,2296.37890625,vanilla
2227,222.7,11,11,44,241,10604,111,0.00012820000119972974,0.010090600000694394,2296.37890625,vanilla
2228,222.8,11,11,44,241,10604,119,0.0001469000053475611,0.010301700000127312,2295.91015625,vanilla
2229,222.9,11,11,44,241,10604,129,0.0001847000021371059,0.009901899997203145,2295.96484375,vanilla
2230,223.0,11,11,44,241,10604,140,0.00013179999950807542,0.009969999999157153,2295.9765625,vanilla
2231,223.1,11,11,44,241,10604,149,0.00015349999739555642,0.009942999997292645,2295.99609375,vanilla
2232,223.2,11,11,44,241,10604,131,0.00013870000111637637,0.009975499997381121,2296.01171875,vanilla
2233,223.3,11,11,44,241,10604,107,0.00017359999765176326,0.011305799998808652,2296.0625,vanilla
2234,223.4,10,10,40,241,9640,76,0.0002161999946110882,0.009145399999397341,2296.07421875,vanilla
2235,223.5,11,11,44,241,10604,65,0.0001573999979882501,0.01080280000314815,2296.08203125,vanilla
2236,223.6,10,10,40,241,9640,65,0.00021379999816417694,0.0095932999975048,2296.09765625,vanilla
2237,223.7,10,10,40,241,9640,65,0.00020000000222353265,0.009589499997673556,2296.10546875,vanilla
2238,223.8,10,10,40,241,9640,65,0.00018709999858401716,0.009423600000445731,2296.125,vanilla
2239,223.9,10,10,40,241,9640,65,0.00020089999452466145,0.009234200006176252,2296.12890625,vanilla
2240,224.0,10,10,40,241,9640,65,0.0001934000028995797,0.00926420000178041,2296.1328125,vanilla
2241,224.1,9,9,36,241,8676,65,0.00014770000416319817,0.008327099996677134,2296.14453125,vanilla
2242,224.2,9,9,36,241,8676,65,0.00017970000044442713,0.008361300002434291,2296.15234375,vanilla
2243,224.3,10,10,40,241,9640,65,0.0001427000024705194,0.009180400003970135,2296.15625,vanilla
2244,224.4,10,10,40,241,9640,65,0.000145500001963228,0.009140000001934823,2296.171875,vanilla
2245,224.5,10,10,40,241,9640,65,0.0001647000026423484,0.009168199998384807,2296.17578125,vanilla
2246,224.6,10,10,40,241,9640,65,0.00013699999544769526,0.010285999996995088,2296.17578125,vanilla
2247,224.7,10,10,40,241,9640,65,0.00028279999969527125,0.009176299994578585,2296.17578125,vanilla
2248,224.8,10,10,40,241,9640,65,0.00012200000492157415,0.009369700004754122,2296.17578125,vanilla
2249,224.9,10,10,40,241,9640,76,0.00018429999909130856,0.009233699995093048,2296.18359375,vanilla
2250,225.0,10,10,40,241,9640,84,0.00013140000373823568,0.009673699998529628,2296.18359375,vanilla
2251,225.1,9,9,36,241,8676,89,0.00018589999672258273,0.009348400002636481,2296.1875,vanilla
2252,225.2,9,9,36,241,8676,93,0.00014799999917158857,0.00847809999686433,2296.1875,vanilla
2253,225.3,9,9,36,241,8676,97,0.00012419999984558672,0.00850219999847468,2296.19140625,vanilla
2254,225.4,10,10,40,241,9640,102,0.00016630000027362257,0.009269100002711639,2296.19140625,vanilla
2255,225.5,10,10,40,241,9640,108,0.00013670000043930486,0.00923230000626063,2296.1953125,vanilla
2256,225.6,10,10,40,241,9640,117,0.00014820000069448724,0.009325200000603218,2296.19921875,vanilla
2257,225.7,10,10,40,241,9640,126,0.00015279999934136868,0.009238200000254437,2296.19921875,vanilla
2258,225.8,10,10,40,241,9640,140,0.0001320000010309741,0.00934449999476783,2296.20703125,vanilla
2259,225.9,10,10,40,241,9640,151,0.00012169999536126852,0.009296899996115826,2296.21484375,vanilla
2260,226.0,10,10,40,241,9640,148,0.00012670000432990491,0.009195200000249315,2296.21484375,vanilla
2261,226.1,10,10,40,241,9640,127,0.00013679999392479658,0.009434100000362378,2296.21875,vanilla
2262,226.2,10,10,40,241,9640,97,0.0001596000001882203,0.009624999998777639,2296.2265625,vanilla
2263,226.3,10,10,40,241,9640,94,0.00020879999647149816,0.009215199999744073,2296.23046875,vanilla
2264,226.4,9,9,36,241,8676,97,0.00013619999663205817,0.008593199992901646,2296.2421875,vanilla
2265,226.5,10,10,40,241,9640,104,0.00017590000061318278,0.009197600003972184,2296.25,vanilla
2266,226.6,10,10,40,241,9640,110,0.0002378999997745268,0.009236099998815916,2296.2578125,vanilla
2267,226.7,10,10,40,241,9640,119,0.0001354000050923787,0.009265000000596046,2296.26953125,vanilla
2268,226.8,10,10,40,241,9640,132,0.00013000000035390258,0.009155700005067047,2296.2734375,vanilla
2269,226.9,11,11,44,241,10604,151,0.0001658000037423335,0.010688300004403573,2296.27734375,vanilla
2270,227.0,11,11,44,241,10604,173,0.00018279999494552612,0.01009150000027148,2296.28125,vanilla
2271,227.1,11,11,44,241,10604,163,0.0001399000029778108,0.009860400001343805,2296.2890625,vanilla
2272,227.2,11,11,44,241,10604,241,0.00015690000145696104,0.010039499997219536,2296.29296875,vanilla
2273,227.3,11,11,44,241,10604,241,0.00013949999993201345,0.010203699996054638,2296.296875,vanilla
2274,227.4,11,11,44,241,10604,241,0.0001553999973111786,0.009984200005419552,2296.3046875,vanilla
2275,227.5,11,11,44,241,10604,186,0.0001396000006934628,0.009887899999739602,2296.3046875,vanilla
2276,227.6,11,11,44,241,10604,181,0.0001629999969736673,0.009891899993817788,2296.3046875,vanilla
2277,227.7,11,11,44,241,10604,177,0.00015139999595703557,0.01002370000060182,2296.3046875,vanilla
2278,227.8,10,10,40,241,9640,175,0.00014309999824035913,0.009308100001362618,2296.3046875,vanilla
2279,227.9,10,10,40,241,9640,172,0.00014879999798722565,0.009163700000499375,2296.3046875,vanilla
2280,228.0,10,10,40,241,9640,170,0.00013830000534653664,0.00916750000033062,2296.3046875,vanilla
2281,228.1,10,10,40,241,9640,167,0.00012120000610593706,0.009320299999671988,2296.30859375,vanilla
2282,228.2,10,10,40,241,9640,165,0.00012099999730708078,0.009193599995342083,2296.30859375,vanilla
2283,228.3,10,10,40,241,9640,163,0.0001455999954487197,0.009080199997697491,2296.30859375,vanilla
2284,228.4,10,10,40,241,9640,159,0.0001416000013705343,0.009107999998377636,2296.30859375,vanilla
2285,228.5,10,10,40,241,9640,156,0.00012309999874560162,0.009191999997710809,2296.30859375,vanilla
2286,228.6,10,10,40,241,9640,153,0.00013860000035492703,0.009193300000333693,2296.30859375,vanilla
2287,228.7,9,9,36,241,8676,151,0.00010679999832063913,0.008544199998141266,2296.30859375,vanilla
2288,228.8,9,9,36,241,8676,149,0.0001477999976486899,0.00835920000099577,2296.30859375,vanilla
2289,228.9,9,9,36,241,8676,146,0.00011130000348202884,0.00832069999887608,2296.30859375,vanilla
2290,229.0,8,8,32,241,7712,139,0.00010070000280393288,0.0073162999979103915,2296.3203125,vanilla
2291,229.1,8,8,32,241,7712,130,0.00015630000416422263,0.007562099999631755,2296.32421875,vanilla
2292,229.2,8,8,32,241,7712,120,9.770000178832561e-05,0.007398200003081001,2296.32421875,vanilla
2293,229.3,8,8,32,241,7712,114,0.00011449999874457717,0.007341299999097828,2296.328125,vanilla
2294,229.4,8,8,32,241,7712,108,0.00010469999688211828,0.007356499998422805,2296.33203125,vanilla
2295,229.5,8,8,32,241,7712,104,9.750000026542693e-05,0.00793129999510711,2296.33203125,vanilla
2296,229.6,8,8,32,241,7712,101,0.00014589999773306772,0.00732140000036452,2296.33203125,vanilla
2297,229.7,8,8,32,241,7712,97,0.00010350000229664147,0.007637900002009701,2296.33203125,vanilla
2298,229.8,8,8,32,241,7712,94,0.00011939999967580661,0.007375100001809187,2296.33203125,vanilla
2299,229.9,9,9,36,241,8676,92,0.0001123000038205646,0.008472200002870522,2296.3359375,vanilla
2300,230.0,9,9,36,241,8676,89,0.00012020000576740131,0.008204999998270068,2296.33984375,vanilla
2301,230.1,9,9,36,241,8676,88,0.00012929999502375722,0.008230699997511692,2296.35546875,vanilla
2302,230.2,9,9,36,241,8676,87,0.00015049999637994915,0.008433200004219543,2296.35546875,vanilla
2303,230.3,9,9,36,241,8676,85,0.00017359999765176326,0.008222700002079364,2296.359375,vanilla
2304,230.4,8,8,32,241,7712,85,0.00010000000474974513,0.0074797999986913055,2296.359375,vanilla
2305,230.5,8,8,32,241,7712,82,0.000134599999000784,0.007281300000613555,2296.359375,vanilla
2306,230.6,8,8,32,241,7712,81,9.610000415705144e-05,0.007344999998167623,2296.359375,vanilla
2307,230.7,8,8,32,241,7712,80,9.579999459674582e-05,0.00733580000087386,2296.359375,vanilla
2308,230.8,8,8,32,241,7712,78,0.0001171000039903447,0.007252399998833425,2296.359375,vanilla
2309,230.9,8,8,32,241,7712,76,0.00010960000508930534,0.007511499999964144,2296.36328125,vanilla
2310,231.0,8,8,32,241,7712,74,0.0001444000008632429,0.007350899999437388,2296.37109375,vanilla
2311,231.1,9,9,36,241,8676,73,0.00011449999874457717,0.00859140000102343,2296.37890625,vanilla
2312,231.2,10,10,40,241,9640,58,0.00016879999748198316,0.009286200001952238,2296.3828125,vanilla
2313,231.3,10,10,40,241,9640,57,0.00013040000339969993,0.009279300000343937,2296.38671875,vanilla
2314,231.4,10,10,40,241,9640,57,0.00018689999706111848,0.00985940000100527,2296.38671875,vanilla
2315,231.5,10,10,40,241,9640,56,0.0002142000012099743,0.009302200000092853,2296.38671875,vanilla
2316,231.6,10,10,40,241,9640,55,0.00015199999324977398,0.009327599997050129,2296.39453125,vanilla
2317,231.7,9,9,36,241,8676,55,0.00016169999435078353,0.008292500002426095,2296.39453125,vanilla
2318,231.8,9,9,36,241,8676,54,0.00016090000281110406,0.00850219999847468,2296.3984375,vanilla
2319,231.9,9,9,36,241,8676,53,0.00013690000196220353,0.008348000003024936,2296.3984375,vanilla
2320,232.0,9,9,36,241,8676,52,0.0001329000006080605,0.008233000000473112,2296.3984375,vanilla
2321,232.1,10,10,40,241,9640,51,0.0001621999981580302,0.009072200002265163,2296.40234375,vanilla
2322,232.2,10,10,40,241,9640,50,0.00012450000212993473,0.00941459999739891,2296.40234375,vanilla
2323,232.3,10,10,40,241,9640,53,0.00013760000001639128,0.0093949000001885,2296.40234375,vanilla
2324,232.4,10,10,40,241,9640,71,0.00015279999934136868,0.009242400003131479,2296.40234375,vanilla
2325,232.5,10,10,40,241,9640,83,0.00018360000103712082,0.009134400002949405,2296.40234375,vanilla
2326,232.6,9,9,36,241,8676,90,0.00011059999815188348,0.008389499998884276,2296.40234375,vanilla
2327,232.7,9,9,36,241,8676,94,0.00015590000111842528,0.00829150000208756,2296.40234375,vanilla
2328,232.8,9,9,36,241,8676,96,0.00011099999392172322,0.012000299997453112,2296.40625,vanilla
2329,232.9,9,9,36,241,8676,97,0.0002603999964776449,0.014553900000464637,2296.40625,vanilla
2330,233.0,9,9,36,241,8676,100,0.00016319999849656597,0.008369900002435315,2296.41015625,vanilla
2331,233.1,9,9,36,241,8676,110,0.00025749999622348696,0.008564199997636024,2296.41015625,vanilla
2332,233.2,9,9,36,241,8676,112,0.00014549999468727037,0.008929100004024804,2296.4140625,vanilla
2333,233.3,9,9,36,241,8676,110,0.0001401999979862012,0.008225700003094971,2296.41796875,vanilla
2334,233.4,9,9,36,241,8676,86,0.00012630000128410757,0.009388700003910344,2296.41796875,vanilla
2335,233.5,9,9,36,241,8676,76,0.00015339999663410708,0.008358999999472871,2296.421875,vanilla
2336,233.6,9,9,36,241,8676,69,0.00012060000153724104,0.008427700005995575,2296.4296875,vanilla
2337,233.7,9,9,36,241,8676,66,0.00014579999697161838,0.008265799995569978,2296.43359375,vanilla
2338,233.8,9,9,36,241,8676,63,0.00010879999899771065,0.008853100000123959,2295.9140625,vanilla
2339,233.9,8,8,32,241,7712,59,0.00019349999638507143,0.0073517999990144745,2295.9453125,vanilla
2340,234.0,7,7,28,241,6748,61,0.00011100000119768083,0.006720299999869894,2295.95703125,vanilla
2341,234.1,7,7,28,241,6748,74,0.00012960000458406284,0.006536699998832773,2295.96484375,vanilla
2342,234.2,7,7,28,241,6748,91,8.890000026440248e-05,0.006757800001651049,2295.984375,vanilla
2343,234.3,7,7,28,241,6748,102,0.0001246999963768758,0.006486300000688061,2296.015625,vanilla
2344,234.4,7,7,28,241,6748,107,9.470000077271834e-05,0.006496599999081809,2296.03515625,vanilla
2345,234.5,7,7,28,241,6748,100,8.659999730298296e-05,0.00646279999637045,2296.0390625,vanilla
2346,234.6,7,7,28,241,6748,90,8.719999459572136e-05,0.0064329000015277416,2296.046875,vanilla
2347,234.7,7,7,28,241,6748,91,0.00011269999959040433,0.0077301999990595505,2296.046875,vanilla
2348,234.8,7,7,28,241,6748,92,0.00013810000382363796,0.0066617999982554466,2296.0546875,vanilla
2349,234.9,7,7,28,241,6748,93,0.00013839999883202836,0.010588500001176726,2296.0703125,vanilla
2350,235.0,7,7,28,241,6748,92,0.0003878999996231869,0.015974800000549294,2296.0859375,vanilla
2351,235.1,7,7,28,241,6748,86,0.0002759000053629279,0.013315600001078565,2296.08984375,vanilla
2352,235.2,6,6,24,241,5784,83,0.00026870000147027895,0.010137000004760921,2296.09375,vanilla
2353,235.3,6,6,24,241,5784,90,0.0001266999970539473,0.005763900000602007,2296.09765625,vanilla
2354,235.4,6,6,24,241,5784,89,0.00011470000026747584,0.0056210000038845465,2296.10546875,vanilla
2355,235.5,6,6,24,241,5784,89,0.00012459999561542645,0.008097199999610893,2296.11328125,vanilla
2356,235.6,5,5,20,241,4820,90,0.00044470000284491107,0.007045700003800448,2296.11328125,vanilla
2357,235.7,5,5,20,241,4820,92,0.0001779000012902543,0.005517500001587905,2296.12109375,vanilla
2358,235.8,5,5,20,241,4820,90,0.00011719999747583643,0.005666500001098029,2296.1328125,vanilla
2359,235.9,5,5,20,241,4820,87,9.470000077271834e-05,0.0055922999963513575,2296.1328125,vanilla
2360,236.0,5,5,20,241,4820,85,7.840000034775585e-05,0.006710600006044842,2296.1328125,vanilla
2361,236.1,5,5,20,241,4820,84,8.339999476447701e-05,0.005259599995042663,2296.140625,vanilla
2362,236.2,5,5,20,241,4820,83,9.259999933419749e-05,0.005325800004357006,2296.140625,vanilla
2363,236.3,5,5,20,241,4820,82,9.889999637380242e-05,0.005164100002730265,2296.15234375,vanilla
2364,236.4,5,5,20,241,4820,68,6.949999806238338e-05,0.0049912999966181815,2296.15234375,vanilla
2365,236.5,5,5,20,241,4820,68,7.860000187065452e-05,0.005203200002142694,2296.16015625,vanilla
2366,236.6,5,5,20,241,4820,63,7.890000415500253e-05,0.004839599998376798,2296.16015625,vanilla
2367,236.7,5,5,20,241,4820,52,6.730000313837081e-05,0.004901699998299591,2296.16796875,vanilla
2368,236.8,5,5,20,241,4820,40,7.190000178525224e-05,0.005745200003730133,2296.16796875,vanilla
2369,236.9,4,4,16,241,3856,32,7.590000313939527e-05,0.0039520999998785555,2296.17578125,vanilla
2370,237.0,4,4,16,241,3856,33,5.5500000598840415e-05,0.003989800003182609,2296.1796875,vanilla
2371,237.1,5,5,20,241,4820,32,8.900000102585182e-05,0.004836500003875699,2296.19140625,vanilla
2372,237.2,5,5,20,241,4820,32,6.730000313837081e-05,0.004859100001340266,2296.19140625,vanilla
2373,237.3,5,5,20,241,4820,28,6.750000466126949e-05,0.004859599997871555,2296.19921875,vanilla
2374,237.4,5,5,20,241,4820,22,6.679999933112413e-05,0.004877100000157952,2296.203125,vanilla
2375,237.5,5,5,20,241,4820,18,8.010000601643696e-05,0.004969400004483759,2296.20703125,vanilla
2376,237.6,5,5,20,241,4820,16,6.990000110818073e-05,0.004925299996102694,2296.20703125,vanilla
2377,237.7,4,4,16,241,3856,13,5.370000144466758e-05,0.003917800000635907,2296.21875,vanilla
2378,237.8,4,4,16,241,3856,10,5.480000254465267e-05,0.0038973000046098605,2296.21875,vanilla
2379,237.9,4,4,16,241,3856,8,5.299999611452222e-05,0.0039916000023367815,2296.21875,vanilla
2380,238.0,4,4,16,241,3856,6,5.680000322172418e-05,0.004038700004457496,2296.22265625,vanilla
2381,238.1,4,4,16,241,3856,4,5.539999983739108e-05,0.0039260999983525835,2296.23046875,vanilla
2382,238.2,4,4,16,241,3856,2,5.709999823011458e-05,0.004062399995746091,2296.23828125,vanilla
2383,238.3,4,4,16,241,3856,0,6.660000508418307e-05,0.003959299996495247,2296.24609375,vanilla
2384,238.4,4,4,16,241,3856,0,5.499999679159373e-05,0.0039264000006369315,2296.25390625,vanilla
2385,238.5,3,3,12,241,2892,0,4.0899998566601425e-05,0.002943200001027435,2296.25390625,vanilla
2386,238.6,3,3,12,241,2892,0,4.1399995097890496e-05,0.003017399998498149,2296.2578125,vanilla
2387,238.7,3,3,12,241,2892,0,6.260000373004004e-05,0.003229599999031052,2296.265625,vanilla
2388,238.8,3,3,12,241,2892,0,0.0001066999975591898,0.0030340000012074597,2296.265625,vanilla
2389,238.9,3,3,12,241,2892,0,4.119999357499182e-05,0.0030790000018896535,2296.265625,vanilla
